epoch,step,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,0.0002178260328946635,,,,,
0,99,0.0001115741761168465,,,,,
0,149,1.0848375495697837e-05,,,,,
0,199,0.00039488423499278724,,,,,
0,249,0.0019146001432090998,,,,,
0,299,0.0002442238328512758,,,,,
0,349,0.0009840669808909297,,,,,
0,399,0.0011169135104864836,,,,,
0,449,0.0022090186830610037,,,,,
0,499,0.013539141044020653,,,,,
0,549,0.0001784435153240338,,,,,
0,599,0.0002292408316861838,,,,,
0,649,3.5308785300003365e-05,,,,,
0,699,0.007182781584560871,,,,,
0,749,8.348633127752692e-05,,,,,
0,799,0.001076366170309484,,,,,
0,849,6.533201667480171e-05,,,,,
0,899,0.0016653543571010232,,,,,
0,949,0.00024657780886627734,,,,,
0,999,4.500602153711952e-05,,,,,
0,1049,0.00028950595878995955,,,,,
0,1099,0.00013510881399270147,,,,,
0,1149,0.0001084417017409578,,,,,
0,1199,0.001264890655875206,,,,,
0,1249,0.00019178030197508633,,,,,
0,1299,0.00103862676769495,,,,,
0,1349,2.945707819890231e-05,,,,,
0,1399,9.215950558427721e-05,,,,,
0,1449,0.00013882742496207356,,,,,
0,1499,0.0022310405038297176,,,,,
0,1549,0.0009366782032884657,,,,,
0,1599,0.000708036299329251,,,,,
0,1649,0.00022059732873458415,,,,,
0,1699,0.00026369321858510375,,,,,
0,1749,0.005013170652091503,,,,,
0,1799,0.0010435583535581827,,,,,
0,1849,0.00012512625835370272,,,,,
0,1899,0.0004348339280113578,,,,,
0,1949,0.00015952615649439394,,,,,
0,1999,0.0008012960315681994,,,,,
0,2049,0.0001337496069027111,,,,,
0,2099,0.00033252796856686473,,,,,
0,2149,7.082861702656373e-05,,,,,
0,2199,0.00045128274359740317,,,,,
0,2249,0.00047005005762912333,,,,,
0,2299,0.00014817336341366172,,,,,
0,2349,0.003408400807529688,,,,,
0,2399,0.00031820638105273247,,,,,
0,2449,9.233020682586357e-05,,,,,
0,2499,0.00017855918849818408,,,,,
0,2549,0.0002059654943877831,,,,,
0,2599,0.0016110778087750077,,,,,
0,2649,0.00017576086975168437,,,,,
0,2699,0.000507467077113688,,,,,
0,2749,0.0008736563031561673,,,,,
0,2799,0.0002468855236656964,,,,,
0,2849,0.00010662882414180785,,,,,
0,2899,0.00015035568503662944,,,,,
0,2949,0.000878007966093719,,,,,
0,2999,0.00018520215235184878,,,,,
0,3049,0.00014996207028161734,,,,,
0,3099,5.161438093637116e-05,,,,,
0,3149,0.00012985552893951535,,,,,
0,3199,9.21561659197323e-05,,,,,
0,3249,0.00015829471522010863,,,,,
0,3299,8.373001037398353e-05,,,,,
0,3349,7.924181409180164e-05,,,,,
0,3399,0.0014595381217077374,,,,,
0,3449,0.00019826034258585423,,,,,
0,3499,7.913449371699244e-05,,,,,
0,3549,0.00016762918676249683,,,,,
0,3599,0.0001088706630980596,,,,,
0,3649,0.00012719356163870543,,,,,
0,3699,0.0014467764412984252,,,,,
0,3749,0.0012838623952120543,,,,,
0,3799,0.0013915231684222817,,,,,
0,3849,0.0001977275387616828,,,,,
0,3899,0.00042202099575661123,,,,,
0,3949,7.16772410669364e-05,,,,,
0,3999,0.0002123845915775746,,,,,
0,4049,0.001506995060481131,,,,,
0,4099,0.0005334977176971734,,,,,
0,4149,0.0011614939430728555,,,,,
