epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,49,,5.7772089348873124e-05,,,,,
0,,99,,6.540383765241131e-05,,,,,
0,,149,,6.448062777053565e-05,,,,,
0,,199,,2.813023456837982e-05,,,,,
0,,249,,5.575543036684394e-05,,,,,
0,,299,,3.4792352380463853e-05,,,,,
0,,349,,3.996930900029838e-05,,,,,
0,,399,,3.1443913030670956e-05,,,,,
0,,449,,4.546941272565164e-05,,,,,
0,,499,,6.704389670630917e-05,,,,,
0,,549,,2.6102863557753153e-05,,,,,
0,,599,,3.304164783912711e-05,,,,,
0,,649,,7.705379539402202e-05,,,,,
0,,699,,9.271989983972162e-05,,,,,
0,,749,,3.022754935955163e-05,,,,,
0,,799,,4.9746871809475124e-05,,,,,
0,,849,,5.435098864836618e-05,,,,,
0,,899,,3.869959618896246e-05,,,,,
0,,949,,3.067866055062041e-05,,,,,
0,,999,,3.847749758278951e-05,,,,,
0,,1049,,2.4121214664774016e-05,,,,,
0,,1099,,2.2077152607380413e-05,,,,,
0,,1149,,3.765423389268108e-05,,,,,
0,,1199,,2.797742490656674e-05,,,,,
0,,1249,,2.2773236196371727e-05,,,,,
0,,1299,,3.926166391465813e-05,,,,,
0,,1349,,2.9298178560566157e-05,,,,,
0,,1399,,1.654473271628376e-05,,,,,
0,,1449,,8.613773388788104e-05,,,,,
0,,1499,,4.289868229534477e-05,,,,,
0,,1549,,2.55533213930903e-05,,,,,
0,,1599,,2.5293016733485274e-05,,,,,
0,,1649,,2.1841802663402632e-05,,,,,
0,,1699,,2.9333188649616204e-05,,,,,
0,,1749,,2.7251540814177133e-05,,,,,
0,,1799,,3.101612674072385e-05,,,,,
0,,1849,,3.758958700927906e-05,,,,,
0,,1899,,2.1642244973918423e-05,,,,,
0,,1949,,6.251176091609523e-05,,,,,
0,,1999,,3.530958929331973e-05,,,,,
0,,2049,,1.5302455722121522e-05,,,,,
0,,2099,,4.0953287680167705e-05,,,,,
0,,2149,,4.536270353128202e-05,,,,,
0,,2199,,3.082283728872426e-05,,,,,
0,,2249,,2.2808550056652166e-05,,,,,
0,,2299,,1.8283950339537114e-05,,,,,
0,,2349,,5.781976506114006e-05,,,,,
0,,2399,,4.7918307245709e-05,,,,,
0,,2449,,3.839098644675687e-05,,,,,
0,,2499,,3.094703424721956e-05,,,,,
0,,2549,,2.9185164748923853e-05,,,,,
0,,2599,,4.904345405520871e-05,,,,,
0,,2649,,2.6076912035932764e-05,,,,,
0,,2699,,3.062077666982077e-05,,,,,
0,,2749,,4.397334123495966e-05,,,,,
0,,2799,,7.89086043369025e-05,,,,,
0,,2849,,3.021287193405442e-05,,,,,
0,,2899,,1.941190021170769e-05,,,,,
0,,2949,,4.41542906628456e-05,,,,,
0,,2999,,3.990792902186513e-05,,,,,
0,,3049,,3.460098378127441e-05,,,,,
0,,3099,,6.10782954026945e-05,,,,,
0,,3149,,2.6904010155703872e-05,,,,,
0,,3199,,2.6156845706282184e-05,,,,,
0,,3249,,1.721776061458513e-05,,,,,
0,,3299,,2.2155800252221525e-05,,,,,
0,,3349,,1.4837745766271837e-05,,,,,
0,,3399,,2.773788401100319e-05,,,,,
0,,3449,,4.42392956756521e-05,,,,,
0,,3499,,1.1484318747534417e-05,,,,,
0,,3549,,2.512663741072174e-05,,,,,
0,,3599,,1.4310782717075199e-05,,,,,
0,,3649,,1.3853420568921138e-05,,,,,
0,,3699,,1.8649729099706747e-05,,,,,
0,,3749,,2.6288716981071047e-05,,,,,
0,,3799,,2.0035138732055202e-05,,,,,
0,,3849,,2.4984814444906078e-05,,,,,
0,,3899,,3.63250364898704e-05,,,,,
0,,3919,,,1.0844165086746216,107022768.0,1.1205511093139648,2.0,0.0008570008212700486
0,,3919,5.250374670140445e-05,,,,,,
,0.001,3920,,,,,,,
1,,3949,,2.294510522915516e-05,,,,,
1,,3999,,2.6303239792468958e-05,,,,,
1,,4049,,2.7858410248882137e-05,,,,,
1,,4099,,1.6345180483767763e-05,,,,,
1,,4149,,2.5039646061486565e-05,,,,,
1,,4199,,3.838824704871513e-05,,,,,
1,,4249,,6.659368227701634e-05,,,,,
1,,4299,,2.846451388904825e-05,,,,,
1,,4349,,4.620830077328719e-05,,,,,
1,,4399,,2.9072360121062957e-05,,,,,
1,,4449,,1.1757695574488025e-05,,,,,
1,,4499,,2.5884442948154174e-05,,,,,
1,,4549,,1.3280672646942548e-05,,,,,
1,,4599,,2.0680701709352434e-05,,,,,
1,,4649,,1.2913512364320923e-05,,,,,
1,,4699,,4.511954466579482e-05,,,,,
1,,4749,,2.085972300847061e-05,,,,,
1,,4799,,3.741297769010998e-05,,,,,
1,,4849,,1.5801202607690357e-05,,,,,
1,,4899,,2.4202432541642338e-05,,,,,
1,,4949,,1.9799494111794047e-05,,,,,
1,,4999,,3.4811753721442074e-05,,,,,
1,,5049,,1.6021567716961727e-05,,,,,
1,,5099,,3.180612111464143e-05,,,,,
1,,5149,,1.551990681036841e-05,,,,,
1,,5199,,1.991029603232164e-05,,,,,
1,,5249,,4.100590740563348e-05,,,,,
1,,5299,,3.5518736694939435e-05,,,,,
1,,5349,,2.189768201787956e-05,,,,,
1,,5399,,4.2901167034870014e-05,,,,,
1,,5449,,1.5091018212842755e-05,,,,,
1,,5499,,6.319346721284091e-05,,,,,
1,,5549,,1.813073322409764e-05,,,,,
1,,5599,,2.7013027647626586e-05,,,,,
1,,5649,,3.702571484609507e-05,,,,,
1,,5699,,5.4387801355915144e-05,,,,,
1,,5749,,2.4939809009083547e-05,,,,,
1,,5799,,2.4374021450057626e-05,,,,,
1,,5849,,2.861687789845746e-05,,,,,
1,,5899,,3.88360203942284e-05,,,,,
1,,5949,,2.960803612950258e-05,,,,,
1,,5999,,2.524987212382257e-05,,,,,
1,,6049,,6.889900396345183e-05,,,,,
1,,6099,,2.119574128300883e-05,,,,,
1,,6149,,2.043015047092922e-05,,,,,
1,,6199,,1.637208515603561e-05,,,,,
1,,6249,,2.1644671505782753e-05,,,,,
