epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,49,,6.430022767744958e-05,,,,,
0,,99,,5.345040335669182e-05,,,,,
0,,149,,3.429153730394319e-05,,,,,
0,,199,,6.945407221792266e-05,,,,,
0,,249,,6.362269778037444e-05,,,,,
0,,299,,3.74798801203724e-05,,,,,
0,,349,,8.939400868257508e-05,,,,,
0,,399,,6.189616397023201e-05,,,,,
0,,449,,3.7188750866334885e-05,,,,,
0,,499,,8.533231448382139e-05,,,,,
0,,549,,5.460470856633037e-05,,,,,
0,,599,,6.439777644118294e-05,,,,,
0,,649,,4.696529867942445e-05,,,,,
0,,699,,2.4436301828245632e-05,,,,,
0,,749,,2.8581986043718643e-05,,,,,
0,,799,,1.988650910789147e-05,,,,,
0,,849,,2.678944838407915e-05,,,,,
0,,899,,6.046023918315768e-05,,,,,
0,,949,,4.4395539589459077e-05,,,,,
0,,999,,3.203738742740825e-05,,,,,
0,,1049,,3.2699630537535995e-05,,,,,
0,,1099,,4.4025960960425436e-05,,,,,
0,,1149,,2.6561781851341948e-05,,,,,
0,,1199,,2.5451834517298266e-05,,,,,
0,,1249,,2.075108204735443e-05,,,,,
0,,1299,,0.00012272788444533944,,,,,
0,,1349,,1.5306164641515352e-05,,,,,
0,,1399,,3.407491749385372e-05,,,,,
0,,1449,,0.0001336467103101313,,,,,
0,,1499,,7.552208990091458e-05,,,,,
0,,1549,,2.293529723829124e-05,,,,,
0,,1599,,4.1003986552823335e-05,,,,,
0,,1649,,2.3445385522791184e-05,,,,,
0,,1699,,5.887488805456087e-05,,,,,
0,,1749,,3.437032501096837e-05,,,,,
0,,1799,,2.0923485863022506e-05,,,,,
0,,1849,,8.459107630187646e-05,,,,,
0,,1899,,0.00013796584971714765,,,,,
0,,1949,,4.644831642508507e-05,,,,,
0,,1999,,3.848116466542706e-05,,,,,
0,,2049,,1.8166605514124967e-05,,,,,
0,,2099,,5.069726103101857e-05,,,,,
0,,2149,,1.9011977201444097e-05,,,,,
0,,2199,,4.300594810047187e-05,,,,,
0,,2249,,2.2573873138753697e-05,,,,,
0,,2299,,1.0149716217711102e-05,,,,,
0,,2349,,4.271589205018245e-05,,,,,
0,,2399,,2.2061061827116646e-05,,,,,
0,,2449,,3.152856879751198e-05,,,,,
0,,2499,,2.413640686427243e-05,,,,,
0,,2549,,2.6739597160485573e-05,,,,,
0,,2599,,4.2726889660116285e-05,,,,,
0,,2649,,3.386794196558185e-05,,,,,
0,,2699,,1.4286330042523332e-05,,,,,
0,,2749,,2.867893999791704e-05,,,,,
0,,2799,,2.3761074771755375e-05,,,,,
0,,2849,,3.382270733709447e-05,,,,,
0,,2899,,3.0073881134740077e-05,,,,,
0,,2949,,3.63643848686479e-05,,,,,
0,,2999,,2.6101326511707157e-05,,,,,
0,,3049,,3.2475505577167496e-05,,,,,
0,,3099,,2.1453040972119197e-05,,,,,
0,,3149,,2.0238079741830006e-05,,,,,
0,,3199,,2.9379747502389364e-05,,,,,
0,,3249,,3.7299567338777706e-05,,,,,
0,,3299,,4.8282665375154465e-05,,,,,
0,,3349,,2.945787855423987e-05,,,,,
0,,3399,,3.398290209588595e-05,,,,,
0,,3449,,1.877248905657325e-05,,,,,
0,,3499,,1.107785828935448e-05,,,,,
0,,3549,,6.584687980648596e-06,,,,,
0,,3599,,2.0109098841203377e-05,,,,,
0,,3649,,2.5918699975591153e-05,,,,,
0,,3699,,6.340882828226313e-05,,,,,
0,,3749,,3.032739732589107e-05,,,,,
0,,3799,,3.171870412188582e-05,,,,,
0,,3849,,2.5007600925164297e-05,,,,,
0,,3899,,3.757122249226086e-05,,,,,
0,,3919,,,1.0652258396148682,105143600.0,1.103269338607788,2.0,0.0007776833954267204
0,,3919,4.577777872327715e-05,,,,,,
,0.001,3920,,,,,,,
1,,3949,,0.00010219573596259579,,,,,
1,,3999,,2.515086998755578e-05,,,,,
1,,4049,,3.578254109015688e-05,,,,,
1,,4099,,2.7168443921254948e-05,,,,,
1,,4149,,2.1633852156810462e-05,,,,,
1,,4199,,2.7691456125467084e-05,,,,,
1,,4249,,3.1073170248419046e-05,,,,,
1,,4299,,6.167843821458519e-05,,,,,
1,,4349,,7.452016870956868e-05,,,,,
1,,4399,,1.16164565042709e-05,,,,,
1,,4449,,3.540427496773191e-05,,,,,
1,,4499,,2.8724767616949975e-05,,,,,
1,,4549,,1.539265394967515e-05,,,,,
1,,4599,,2.5091829229495488e-05,,,,,
1,,4649,,2.6200295906164683e-05,,,,,
1,,4699,,2.5452714908169582e-05,,,,,
1,,4749,,2.0460094674490392e-05,,,,,
1,,4799,,2.751940155576449e-05,,,,,
1,,4849,,1.9120598153676838e-05,,,,,
1,,4899,,4.6283563278848305e-05,,,,,
