epoch,lr-Adam,step,train_loss_step
,0.005,0,
0,,49,1.39431231218623e-05
0,,99,9.742748807184398e-05
0,,149,1.2395310477586463e-05
0,,199,5.74089826841373e-05
0,,249,8.315563900396228e-05
0,,299,2.0734531062771566e-05
0,,349,9.751864854479209e-05
0,,399,6.855561878182925e-06
0,,449,6.175615999381989e-05
0,,499,6.552589184138924e-05
0,,549,2.203180338256061e-05
0,,599,4.8410420276923105e-05
